fecha_toma_muestra,pruebas_totales,positivos_totales,pruebas_totales_cdmx,positivos_totales_cdmx,tasa_positividad,tasa_positividad_cdmx
2021-04-15,10483,883,9010,788,0.08423161308785652,0.0874583795782464
2021-04-16,9446,883,8212,771,0.09347872115181029,0.09388699464198734
2021-04-17,3594,320,3168,276,0.08903728436282693,0.08712121212121213
2021-04-18,2295,187,1964,167,0.08148148148148149,0.08503054989816701
2021-04-19,11306,951,9812,842,0.08411462940031841,0.0858132898491643
2021-04-20,11865,1083,10330,940,0.09127686472819216,0.0909970958373669
2021-04-21,11084,772,9536,676,0.06964994586791771,0.07088926174496644
2021-04-22,10531,961,9233,857,0.09125439179565094,0.09281923535145672
2021-04-23,10111,691,8761,606,0.068341410345168635,0.06917018605182057
2021-04-24,3193,256,2765,206,0.08017538365173818,0.07450271247739602
2021-04-25,2674,163,2331,140,0.06095736724008975,0.06006006006006006
2021-04-26,9651,811,8286,706,0.08403274272096156,0.0852039584841902
2021-04-27,9171,701,7955,635,0.07643659361029331,0.0798240100565682
2021-04-28,9546,764,8186,663,0.080033521893987,0.08099193745419007
2021-04-29,8175,653,7103,567,0.07987767584097859,0.07982542587639026
2021-04-30,7119,491,6123,446,0.06897036100575923,0.07284011105667157
2021-05-01,2140,170,1841,141,0.0794392523364486,0.07658881042911461
2021-05-02,1659,165,1441,145,0.09945750452079566,0.10062456627342123
2021-05-03,7352,649,6239,571,0.0882752992383025,0.09152107709568841
2021-05-04,7177,605,6133,492,0.08429706005294692,0.08022175118212946
2021-05-05,7094,599,6075,506,0.08443755286157316,0.08329218106995885
2021-05-06,6668,537,5746,467,0.08053389322135573,0.08127392969021928
2021-05-07,6313,444,5479,377,0.07033106288610803,0.06880817667457566
2021-05-08,2192,172,1938,147,0.07846715328467153,0.07585139318885449
2021-05-09,1437,69,1232,62,0.04801670146137787,0.05032467532467533
2021-05-10,6024,493,5120,418,0.08183930942895086,0.081640625
2021-05-11,7053,561,6013,478,0.07954062101233518,0.0794944287377349
2021-05-12,7524,598,6560,466,0.07947900053163211,0.07103658536585365
2021-05-13,7119,534,6103,428,0.07501053518752634,0.07012944453547436
2021-05-14,6808,504,5761,424,0.07403055229142186,0.07359833362263496
2021-05-15,2417,121,2002,112,0.050062060405461316,0.055944055944055944
2021-05-16,1471,82,1215,71,0.0557443915703603,0.05843621399176955
2021-05-17,7252,584,6279,469,0.08052950910093767,0.07469342251950947
2021-05-18,3712,291,3174,242,0.07839439655172414,0.07624448645242596
2021-05-19,7182,457,6154,385,0.06363130047340573,0.06256093597660059
2021-05-20,5860,330,5015,264,0.05631399317406143,0.052642073778664006
2021-05-21,5940,297,5202,272,0.05,0.05228758169934641
2021-05-22,2440,141,2119,105,0.05778688524590164,0.049551675318546484
2021-05-23,1320,82,1091,68,0.06212121212121212,0.06232813932172319
2021-05-24,6613,418,5503,328,0.06320883109027672,0.05960385244412139
2021-05-25,6930,467,5921,393,0.06738816738816739,0.06637392332376288
2021-05-26,6991,466,6069,391,0.06665713059648119,0.06442577030812324
2021-05-27,6415,415,5600,344,0.0646921278254092,0.06142857142857143
2021-05-28,6115,336,5342,310,0.054946852003270645,0.058030700112317486
2021-05-29,1821,116,1607,100,0.06370126304228446,0.06222775357809583
2021-05-30,1474,83,1236,67,0.056309362279511534,0.054207119741100325
2021-05-31,6440,488,5592,441,0.07577639751552795,0.078862660944206
2021-06-01,7306,476,6295,420,0.0651519299206132,0.06671961874503574
2021-06-02,6355,545,5506,474,0.08575924468922108,0.08608790410461314
2021-06-03,5707,376,5056,350,0.06588400210268092,0.06922468354430379
2021-06-04,5945,416,4996,347,0.06997476871320438,0.06945556445156124
2021-06-05,1616,166,1443,147,0.10272277227722772,0.10187110187110188
2021-06-06,1026,107,837,87,0.10428849902534112,0.1039426523297491
2021-06-07,6173,603,5371,536,0.09768346023003402,0.0997951964252467
2021-06-08,7260,677,6393,611,0.09325068870523416,0.09557328327858595
2021-06-09,6960,655,6075,601,0.09410919540229885,0.09893004115226338
2021-06-10,5792,490,5114,430,0.08459944751381215,0.08408290965975752
2021-06-11,5981,454,5150,411,0.0759070389566962,0.07980582524271845
2021-06-12,2179,249,1902,217,0.11427260211106012,0.11409043112513144
2021-06-13,1373,150,1135,127,0.10924981791697014,0.11189427312775331
2021-06-14,6452,728,5636,660,0.11283323000619963,0.11710432931156849
2021-06-15,6181,694,5327,611,0.11227956641320175,0.11469870471184532
2021-06-16,6725,735,5923,667,0.10929368029739776,0.11261185210197536
2021-06-17,6987,738,6134,662,0.1056247316444826,0.10792305184219107
2021-06-18,6420,650,5684,591,0.10124610591900311,0.10397607318789585
2021-06-19,2169,339,1915,308,0.15629322268326418,0.1608355091383812
2021-06-20,2052,208,1832,189,0.10136452241715399,0.10316593886462883
2021-06-21,6679,955,6038,884,0.1429854768677946,0.14640609473335542
2021-06-22,8153,1088,7129,1001,0.13344781062185698,0.14041240005610886
2021-06-23,8114,1141,7119,1043,0.1406211486319941,0.14650934119960668
2021-06-24,8690,1274,7521,1162,0.14660529344073647,0.15450073128573327
2021-06-25,7775,1120,6920,1037,0.1440514469453376,0.14985549132947976
2021-06-26,2980,497,2634,452,0.16677852348993288,0.1716021260440395
2021-06-27,2281,382,2035,336,0.16747040771591407,0.1651105651105651
2021-06-28,9027,1466,7911,1309,0.16240168383737677,0.16546580710403236
2021-06-29,9087,1538,7991,1411,0.1692527786948388,0.1765736453510199
2021-06-30,8385,1336,7307,1222,0.15933214072748955,0.16723689612700152
2021-07-01,8096,1505,7210,1377,0.18589426877470355,0.19098474341192787
2021-07-02,8459,1621,7578,1505,0.19163021633762856,0.19860121404064396
2021-07-03,3170,707,2813,615,0.22302839116719242,0.2186277995023107
2021-07-04,2452,441,2208,397,0.17985318107667211,0.17980072463768115
2021-07-05,10545,2217,9578,2054,0.21024182076813655,0.21444978074754645
2021-07-06,11641,2458,10194,2243,0.21115024482432782,0.22003139101432215
2021-07-07,11558,2688,10378,2488,0.23256618792178577,0.23973790711119677
2021-07-08,12968,2693,11563,2449,0.20766502159161013,0.21179624664879357
2021-07-09,12654,2710,11458,2490,0.21416152995100363,0.21731541281200908
2021-07-10,3914,839,3450,785,0.2143587123147675,0.22753623188405797
2021-07-11,3599,853,3196,761,0.23701028063350932,0.2381101376720901
2021-07-12,14571,3384,13043,3069,0.23224212476837555,0.23529862761634593
2021-07-13,16505,3521,14866,3248,0.21332929415328689,0.21848513386250504
2021-07-14,15796,3579,14113,3237,0.2265763484426437,0.2293629986537235
2021-07-15,16392,3454,14543,3141,0.21071254270375794,0.21598019665818607
2021-07-16,14738,3146,13201,2825,0.21346179943004479,0.21399893947428225
2021-07-17,5587,1127,4973,1026,0.20171827456595667,0.20631409611904283
2021-07-18,4874,1044,4149,929,0.2141977841608535,0.22390937575319353
2021-07-19,17560,4330,15581,3855,0.24658314350797267,0.2474167254990052
2021-07-20,18094,4333,16077,3909,0.23947164806013044,0.24314237730919946
2021-07-21,18963,4532,16874,4110,0.23899172071929548,0.2435699893327012
2021-07-22,19104,4343,16662,3797,0.22733458961474037,0.2278838074660905
2021-07-23,17475,3953,15395,3497,0.22620886981402002,0.22715167262098085
2021-07-24,6539,1701,5703,1466,0.26013151858082273,0.2570576889356479
2021-07-25,5998,1306,5198,1107,0.21773924641547182,0.21296652558676413
2021-07-26,17755,4566,15598,3941,0.25716699521261616,0.2526605975125016
2021-07-27,19226,4770,16828,4205,0.24810152917923645,0.2498811504635132
2021-07-28,19502,4548,17146,4010,0.23320685057942775,0.23387378980520238
2021-07-29,19718,4773,17366,4204,0.24206308956283598,0.2420822296441322
2021-07-30,18543,4886,16516,4326,0.2634956587391468,0.26192782756115285
2021-07-31,5192,1458,4667,1273,0.2808166409861325,0.27276623098350117
2021-08-01,5373,1062,4474,907,0.19765494137353434,0.20272686633884668
2021-08-02,17978,4441,15842,3862,0.2470241406163088,0.24378235071329377
2021-08-03,19859,5122,17608,4541,0.2579183241855078,0.2578941390277147
2021-08-04,19100,4962,16843,4322,0.2597905759162304,0.2566051178531141
2021-08-05,19541,4818,17204,4212,0.24655851798782047,0.24482678446872821
2021-08-06,17640,4356,15617,3774,0.24693877551020407,0.2416597297816482
2021-08-07,6509,1822,5740,1605,0.2799201106160701,0.27961672473867594
2021-08-08,5191,1229,4602,1087,0.2367559237141206,0.23620165145588876
2021-08-09,17286,4373,15122,3778,0.252979289598519,0.24983467795265177
2021-08-10,20466,4843,18086,4255,0.23663637252027753,0.23526484573703418
2021-08-11,21599,5377,19095,4763,0.2489467104958563,0.2494370253993192
2021-08-12,21788,4560,19235,4046,0.20928951716541216,0.21034572394073303
2021-08-13,19889,4205,17570,3706,0.21142339986927447,0.21092771770062607
2021-08-14,6846,1757,6053,1575,0.25664621676891614,0.2602015529489509
2021-08-15,5425,938,4703,789,0.17290322580645162,0.16776525621943442
2021-08-16,17004,3347,14894,2914,0.19683603857915785,0.1956492547334497
2021-08-17,19253,4447,16819,3897,0.2309769905988677,0.23170224151257507
2021-08-18,22670,4695,19970,4202,0.2071018967798853,0.21041562343515272
2021-08-19,20887,3836,18366,3394,0.18365490496481066,0.18479799629750626
2021-08-20,19633,3803,17458,3372,0.1937044771558091,0.19314927253980982
2021-08-21,6586,1390,5688,1215,0.21105375037959306,0.21360759493670886
2021-08-22,5930,1020,5188,915,0.17200674536256325,0.1763685427910563
2021-08-23,17636,3480,15331,3008,0.19732365615785893,0.1962037701389342
2021-08-24,18834,3788,16412,3272,0.20112562387172137,0.19936631732878382
2021-08-25,18227,3416,15845,2959,0.18741427552531958,0.18674660776270116
2021-08-26,17976,3054,15686,2704,0.16989319092122832,0.1723830167027923
2021-08-27,16204,2756,14080,2404,0.17008146136756355,0.17073863636363637
2021-08-28,4696,1002,4099,873,0.21337308347529813,0.21297877531105147
2021-08-29,4043,634,3523,548,0.1568142468464012,0.15554924780017032
2021-08-30,14126,2556,12347,2187,0.1809429420925952,0.17712804729893902
2021-08-31,14867,2705,13023,2384,0.18194659312571468,0.18306073869308148
2021-09-01,15278,2618,13328,2329,0.17135750752716325,0.1747448979591837
2021-09-02,14570,2433,12719,2169,0.1669869595058339,0.170532274549886
2021-09-03,15138,2439,13129,2156,0.1611177170035672,0.1642166196968543
2021-09-04,5319,971,4429,825,0.18255311148712164,0.18627229622939714
2021-09-05,4270,694,3650,602,0.16252927400468384,0.16493150684931507
2021-09-06,14210,2596,12473,2308,0.18268824771287825,0.1850396857211577
2021-09-07,13969,2515,12104,2221,0.18004152050970004,0.18349306014540648
2021-09-08,11947,2097,10383,1848,0.17552523646103624,0.17798324183761918
2021-09-09,12294,2039,10859,1824,0.165853261753701,0.16797126807256654
2021-09-10,11976,1825,10352,1617,0.1523881095524382,0.1562017001545595
2021-09-11,3892,658,3390,590,0.16906474820143885,0.17404129793510326
2021-09-12,3138,533,2705,457,0.1698534098151689,0.1689463955637708
2021-09-13,12819,2332,11292,2106,0.1819174662610188,0.18650371944739638
2021-09-14,11767,1944,10263,1672,0.165207784482026,0.16291532690246516
2021-09-15,7936,1146,6959,1002,0.14440524193548387,0.1439862049144992
2021-09-16,1719,290,1440,245,0.16870273414776032,0.1701388888888889
2021-09-17,11943,1889,10542,1687,0.15816796449803233,0.1600265604249668
2021-09-18,3714,590,3288,506,0.15885837372105546,0.15389294403892945
2021-09-19,3299,364,2826,325,0.11033646559563504,0.11500353857041755
2021-09-20,12484,2021,10946,1785,0.1618872156360141,0.16307326877398137
2021-09-21,11141,1734,9701,1544,0.15564132483619064,0.1591588496031337
2021-09-22,12078,1868,10629,1630,0.15466136777612188,0.1533540314234641
2021-09-23,11110,1428,9639,1259,0.12853285328532854,0.13061520904658158
2021-09-24,11329,1396,9904,1265,0.12322358548856915,0.12772617124394184
2021-09-25,4694,511,4007,439,0.10886237750319556,0.10955827302221113
2021-09-26,3601,358,2991,288,0.09941682865870592,0.09628886659979939
2021-09-27,12182,1715,10408,1446,0.1407814808734198,0.1389315910837817
2021-09-28,10512,1373,9054,1137,0.13061263318112634,0.12557985420808482
2021-09-29,10470,1245,9104,1082,0.11891117478510028,0.11884885764499122
2021-09-30,7943,957,6914,820,0.12048344454236434,0.11859994214636968
2021-10-01,8327,954,7182,818,0.1145670709739402,0.113895850737956
2021-10-02,3429,365,2928,284,0.10644502770487023,0.09699453551912568
2021-10-03,2959,383,2401,264,0.12943562014193985,0.10995418575593503
2021-10-04,9967,1130,8562,930,0.11337413464432627,0.10861948142957253
2021-10-05,9740,1045,8405,894,0.10728952772073921,0.10636525877453896
2021-10-06,9372,1070,8120,880,0.11416986769099445,0.10837438423645321
2021-10-07,9311,865,8230,735,0.09290086993878209,0.08930741190765493
2021-10-08,9720,867,8448,781,0.08919753086419753,0.09244791666666667
2021-10-09,3039,261,2622,226,0.08588351431391905,0.08619374523264683
2021-10-10,3242,221,2678,199,0.06816779765576804,0.0743091859596714
2021-10-11,10825,1138,9474,982,0.1051270207852194,0.10365210048553937
2021-10-12,10253,816,8820,722,0.07958646249878085,0.081859410430839
2021-10-13,10881,668,9205,580,0.06139141623012591,0.06300923411189571
2021-10-14,9901,751,8400,653,0.07585092414907585,0.07773809523809525
2021-10-15,10782,605,9229,543,0.05611203858282322,0.058836276953082675
2021-10-16,3584,195,2992,161,0.054408482142857144,0.05381016042780749
2021-10-17,2476,169,2118,139,0.06825525040387723,0.06562795089707271
2021-10-18,9760,634,8449,555,0.06495901639344262,0.06568824712983785
2021-10-19,8522,554,7391,501,0.06500821403426425,0.06778514409416858
2021-10-20,9078,568,7937,499,0.06256884776382463,0.06287010205367267
2021-10-21,8313,528,7265,470,0.06351497654276435,0.06469373709566414
2021-10-22,8783,428,7844,387,0.0487305021063418,0.04933707292197858
2021-10-23,4423,152,3898,128,0.034365815057653175,0.032837352488455616
2021-10-24,2705,105,2218,92,0.038817005545286505,0.04147880973850315
2021-10-25,10058,554,8862,495,0.05508053290912706,0.05585646580907244
2021-10-26,7712,452,6675,393,0.058609958506224066,0.05887640449438202
2021-10-27,7839,460,6762,398,0.05868095420334226,0.05885832593907128
2021-10-28,7146,383,6184,339,0.053596417576266445,0.05481888745148771
2021-10-29,6451,364,5602,323,0.05642536040923888,0.057657979293109604
2021-10-30,2821,112,2398,92,0.03970223325062035,0.03836530442035029
2021-10-31,1867,85,1538,74,0.04552758435993572,0.04811443433029909
2021-11-01,6120,349,5298,316,0.05702614379084967,0.05964514911287278
2021-11-02,3584,199,3011,171,0.05552455357142857,0.05679176353370973
2021-11-03,8440,340,7170,299,0.04028436018957346,0.04170153417015342
2021-11-04,7822,344,6725,296,0.0439785221171056,0.04401486988847584
2021-11-05,7805,459,6858,418,0.05880845611787316,0.060950714494021584
2021-11-06,2320,127,2010,106,0.054741379310344826,0.0527363184079602
2021-11-07,1970,90,1700,82,0.04568527918781726,0.04823529411764706
2021-11-08,8725,387,7715,357,0.04435530085959885,0.04627349319507453
2021-11-09,8664,297,7740,275,0.0342797783933518,0.0355297157622739
2021-11-10,7338,364,6445,334,0.04960479694739711,0.05182311869666408
2021-11-11,6913,345,6054,306,0.049905974251410384,0.05054509415262636
2021-11-12,8781,331,8016,306,0.03769502334586038,0.03817365269461078
2021-11-13,1985,77,1792,70,0.038790931989924435,0.0390625
2021-11-14,1312,68,1128,60,0.051829268292682924,0.05319148936170213
2021-11-15,1608,79,1392,66,0.049129353233830844,0.047413793103448273
2021-11-16,6954,419,6099,397,0.06025309174575784,0.06509263813739957
2021-11-17,6796,399,6018,365,0.058711006474396706,0.0606513791957461
2021-11-18,6699,355,5865,323,0.052992984027466786,0.05507246376811594
2021-11-19,6313,281,5541,258,0.04451132583557738,0.046561992420140766
2021-11-20,1495,81,1317,75,0.05418060200668896,0.05694760820045558
2021-11-21,1745,82,1482,60,0.04699140401146132,0.04048582995951417
2021-11-22,7005,337,6111,304,0.04810849393290507,0.04974635902470954
2021-11-23,9139,330,8321,289,0.03610898347740453,0.03473140247566398
2021-11-24,8957,337,8124,299,0.037624204532767665,0.03680452978828164
2021-11-25,8264,311,7519,285,0.03763310745401743,0.037903976592632
2021-11-26,6612,304,5740,266,0.04597701149425287,0.046341463414634146
2021-11-27,2244,98,2020,92,0.04367201426024955,0.04554455445544554
2021-11-28,1705,64,1468,56,0.0375366568914956,0.03814713896457766
2021-11-29,6052,300,5270,270,0.0495703899537343,0.051233396584440226
2021-11-30,5611,249,4950,221,0.04437711637854215,0.04464646464646465
2021-12-01,5663,304,5015,279,0.05368179410206604,0.05563310069790628
2021-12-02,8299,279,7514,245,0.03361850825400651,0.032605802501996274
2021-12-03,5359,265,4805,254,0.04944952416495615,0.05286160249739855
2021-12-04,1829,75,1558,62,0.04100601421541826,0.03979460847240052
2021-12-05,1676,94,1456,87,0.05608591885441527,0.059752747252747256
2021-12-06,5676,323,4958,294,0.056906272022551094,0.05929810407422348
2021-12-07,6311,244,5549,227,0.03866265251148788,0.0409082717606776
2021-12-08,8242,249,7613,229,0.03021111380732832,0.030080126100091947
2021-12-09,8095,294,7543,268,0.03631871525633107,0.035529630120641656
2021-12-10,6268,224,5561,195,0.035737077217613274,0.0350656356770365
2021-12-11,1810,74,1628,70,0.04088397790055249,0.042997542997543
2021-12-12,1446,88,1289,83,0.06085753803596127,0.0643910007757952
2021-12-13,5181,292,4504,269,0.05635977610499904,0.0597246891651865
2021-12-14,5757,340,5041,315,0.059058537432690635,0.062487601666336046
2021-12-15,5705,297,5046,263,0.05205959684487292,0.05212049147839873
2021-12-16,5492,277,4884,258,0.05043699927166788,0.052825552825552825
2021-12-17,5591,288,4954,266,0.051511357538901806,0.05369398465886153
2021-12-18,1305,99,1191,90,0.07586206896551724,0.07556675062972293
2021-12-19,1200,70,1065,64,0.058333333333333334,0.06009389671361502
2021-12-20,5827,463,5219,424,0.07945769692809336,0.08124161716803985
2021-12-21,6198,582,5499,518,0.09390125847047434,0.09419894526277504
2021-12-22,7052,668,6243,610,0.09472490073737946,0.09770943456671471
2021-12-23,7480,858,6729,808,0.11470588235294117,0.12007727745578838
2021-12-24,5168,621,4655,563,0.1201625386996904,0.12094522019334049
2021-12-25,728,93,622,83,0.12774725274725274,0.13344051446945338
2021-12-26,1704,257,1525,241,0.15082159624413147,0.1580327868852459
2021-12-27,7995,1421,7306,1322,0.17773608505315822,0.18094716671229127
2021-12-28,9273,1835,8415,1714,0.19788633667637226,0.20368389780154486
2021-12-29,11124,2438,10043,2239,0.21916576770945703,0.2229413521856019
2021-12-30,11426,2954,10489,2749,0.2585331699632417,0.26208408809228717
2021-12-31,7993,2433,7260,2234,0.30439134242462157,0.3077134986225895
2022-01-01,1304,387,1195,374,0.2967791411042945,0.3129707112970711
2022-01-02,1959,567,1775,513,0.2894333843797856,0.28901408450704225
2022-01-03,13355,4493,12111,4129,0.3364283040059903,0.3409297333003055
2022-01-04,16276,5690,14722,5219,0.3495944949619071,0.35450346420323325
2022-01-05,18341,6926,16671,6459,0.37762390273158497,0.3874392657908944
2022-01-06,20030,7647,18328,7063,0.3817773339990015,0.38536665211697946
2022-01-07,21457,8178,19517,7576,0.3811343617467493,0.3881744120510324
2022-01-08,6163,2186,5585,1970,0.3546973876358916,0.35273052820053713
2022-01-09,6575,2225,5969,2090,0.33840304182509506,0.3501424024124644
2022-01-10,22534,8946,20121,8137,0.39700008875477055,0.40440335967397245
2022-01-11,24949,10729,22223,9716,0.43003727604312797,0.43720469783557575
2022-01-12,23691,9953,20990,8894,0.42011734413912455,0.42372558361124346
2022-01-13,22612,10543,20154,9478,0.46625685476738016,0.4702788528331845
2022-01-14,22171,10106,19622,9045,0.45582066663659737,0.4609621853022118
2022-01-15,8239,3424,7387,3088,0.4155844155844156,0.41803167727088125
2022-01-16,8223,3783,7166,3231,0.46005107624954394,0.4508791515489813
2022-01-17,25741,11136,22569,9846,0.43261722543801717,0.4362621294696265
2022-01-18,27672,11976,24407,10559,0.4327840416305291,0.43262178883107305
2022-01-19,26885,12324,23866,10897,0.4583968755811791,0.4565909662281069
2022-01-20,25215,12086,22180,10724,0.4793178663493952,0.4834986474301172
2022-01-21,24338,11320,21549,9938,0.46511627906976744,0.46118149334075825
2022-01-22,9492,4668,8372,4154,0.4917825537294564,0.4961777353081701
2022-01-23,8284,3570,7230,3225,0.43095123128923224,0.4460580912863071
2022-01-24,24196,10700,21131,9448,0.4422218548520417,0.44711561213383183
2022-01-25,25129,11656,21872,10223,0.4638465517927494,0.46740124359912216
2022-01-26,26457,11933,23285,10623,0.451033752882035,0.45621644835731157
2022-01-27,24378,10775,21405,9558,0.44199688243498236,0.44653118430273303
2022-01-28,22662,9792,20004,8705,0.43208895949166004,0.4351629674065187
2022-01-29,8332,3699,7138,3201,0.4439510321651464,0.4484449425609414
2022-01-30,7658,3208,6589,2803,0.41890833115696,0.4254059796630748
2022-01-31,19178,8361,16986,7379,0.4359682970069872,0.4344165783586483
2022-02-01,20548,8990,17972,7905,0.4375121666342223,0.4398508791453372
2022-02-02,19429,8627,16905,7619,0.444026969993309,0.45069506063294884
2022-02-03,19496,7950,17100,7077,0.40777595404185474,0.41385964912280704
2022-02-04,18287,7633,16194,6799,0.41740033903866136,0.41984685686056566
2022-02-05,328,215,316,207,0.6554878048780488,0.6550632911392406
